timestamp,P_total,p_BASE,T_ext,P_estime_clim,o_climatisation,P_reel_clim,aggregate_estimated
2019-10-01 00:00:00,0.552,0.552,17.5,0.0,0,0.083,0.0
2019-10-01 00:15:00,0.492,0.492,17.5,0.0,0,0.082,0.0
2019-10-01 00:30:00,0.497,0.497,17.5,0.0,0,0.083,0.0
2019-10-01 00:45:00,0.392,0.392,17.5,0.0,0,0.082,0.0
2019-10-01 01:00:00,0.43,0.43,17.3,0.0,0,0.083,0.0
2019-10-01 01:15:00,0.349,0.349,17.3,0.0,0,0.082,0.0
2019-10-01 01:30:00,0.322,0.322,17.3,0.0,0,0.082,0.0
2019-10-01 01:45:00,0.389,0.389,17.3,0.0,0,0.082,0.0
2019-10-01 02:00:00,0.29,0.29,16.5,0.0,0,0.083,0.0
2019-10-01 02:15:00,0.284,0.284,16.5,0.0,0,0.082,0.0
2019-10-01 02:30:00,0.39,0.39,16.5,0.0,0,0.082,0.0
2019-10-01 02:45:00,0.446,0.446,16.5,0.0,0,0.082,0.0
2019-10-01 03:00:00,0.484,0.484,17.5,0.0,0,0.082,0.0
2019-10-01 03:15:00,0.437,0.437,17.5,0.0,0,0.083,0.0
2019-10-01 03:30:00,0.353,0.353,17.5,0.0,0,0.083,0.0
2019-10-01 03:45:00,0.284,0.284,17.5,0.0,0,0.082,0.0
2019-10-01 04:00:00,0.339,0.339,17.5,0.0,0,0.082,0.0
2019-10-01 04:15:00,0.344,0.344,17.5,0.0,0,0.082,0.0
2019-10-01 04:30:00,0.303,0.303,17.5,0.0,0,0.081,0.0
2019-10-01 04:45:00,0.59,0.59,17.5,0.0,0,0.081,0.0
2019-10-01 05:00:00,0.453,0.453,17.5,0.0,0,0.081,0.0
2019-10-01 05:15:00,0.53,0.53,17.5,0.0,0,0.081,0.0
2019-10-01 05:30:00,0.823,0.823,17.5,0.0,0,0.082,0.0
2019-10-01 05:45:00,1.484,1.484,17.5,0.0,0,0.082,0.0
2019-10-01 06:00:00,0.838,0.838,17.3,0.0,0,0.082,0.0
2019-10-01 06:15:00,0.851,0.851,17.3,0.0,0,0.081,0.0
2019-10-01 06:30:00,0.816,0.816,17.3,0.0,0,0.081,0.0
2019-10-01 06:45:00,1.153,1.153,17.3,0.0,0,0.081,0.0
2019-10-01 07:00:00,1.667,1.667,17.5,0.0,0,0.081,0.0
2019-10-01 07:15:00,1.44,1.44,17.5,0.0,0,0.081,0.0
2019-10-01 07:30:00,1.058,1.058,17.5,0.0,0,0.082,0.0
2019-10-01 07:45:00,1.147,1.147,17.5,0.0,0,0.083,0.0
